query,method,soft_precision,soft_recall,soft_f1,hungarian_precision,hungarian_recall,hungarian_f1,pred_size,true_size,eval_type,motif_similarity,n_pos_feedback_pred,n_neg_feedback_pred,cascade_depth_pred,n_fanout_pred,n_fanin_pred,n_bottleneck_pred,n_pos_feedback_gt,n_neg_feedback_gt,cascade_depth_gt,n_fanout_gt,n_fanin_gt,n_bottleneck_gt,homology_score,pred_density,gt_density,pred_rel_entropy,gt_rel_entropy,pred_out_entropy,gt_out_entropy,universality_score,jsd,pred_regulatory_enforcement,gt_regulatory_enforcement,pred_amplification_cascade,gt_amplification_cascade,pred_contagion_spread,gt_contagion_spread,pred_information_signaling,gt_information_signaling,pred_resource_constraint,gt_resource_constraint,pred_threshold_tipping,gt_threshold_tipping,fidelity,fidelity_max,fidelity_min,n_back_translated,n_predicted,coherence_score,mean_raw_score,n_judged
Quorum requirements and participation thresholds,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6724388037582351,0.32756119624176494,0.1666666716337204,0.6875,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.3125,0.1666666716337204,0.0,,,,,,,,
Unconventional monetary policy tools during economic crises,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9406812923341048,0.05931870766589521,0.1666666716337204,0.125,0.1666666716337204,0.0625,0.1666666716337204,0.1875,0.1666666716337204,0.125,0.1666666716337204,0.4375,0.1666666716337204,0.0625,,,,,,,,
Open market operations and asset purchase programs,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7578466470247527,0.24215335297524732,0.1666666716337204,0.529411792755127,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.11764705926179886,0.1666666716337204,0.3529411852359772,0.1666666716337204,0.0,,,,,,,,
board of governors structural organization,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9043974110785729,0.09560258892142715,1.0,0.75,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,,,,,,,,
The Taylor Rule and systematic policy frameworks,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7678934053520401,0.2321065946479599,0.1666666716337204,0.7058823704719543,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.05882352963089943,0.1666666716337204,0.1764705926179886,0.1666666716337204,0.05882352963089943,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7680428116048265,0.23195718839517354,0.1666666716337204,0.29411765933036804,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1764705926179886,0.1666666716337204,0.529411792755127,0.1666666716337204,0.0,,,,,,,,
Roles and responsibilities of individual board members,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9201013286223034,0.07989867137769663,0.6499999761581421,0.9411764740943909,0.05000000074505806,0.0,0.0,0.0,0.25,0.05882352963089943,0.05000000074505806,0.0,0.0,0.0,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9600516318392143,0.03994836816078578,0.4000000059604645,0.5,0.05000000074505806,0.0,0.05000000074505806,0.0,0.4000000059604645,0.3571428656578064,0.10000000149011612,0.1428571492433548,0.0,0.0,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7507183668187744,0.24928163318122565,0.550000011920929,0.2222222238779068,0.15000000596046448,0.0555555559694767,0.10000000149011612,0.7222222089767456,0.05000000074505806,0.0,0.10000000149011612,0.0,0.05000000074505806,0.0,,,,,,,,
federal reserve public communication channels,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8810771520999401,0.11892284790005991,0.44999998807907104,0.2631579041481018,0.10000000149011612,0.0,0.05000000074505806,0.0,0.30000001192092896,0.5789473652839661,0.05000000074505806,0.15789473056793213,0.05000000074505806,0.0,,,,,,,,
Indemnification and liability protection policies for board members,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8599968742704207,0.1400031257295793,0.6499999761581421,1.0,0.10000000149011612,0.0,0.05000000074505806,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Monetary Policy Reports Submitted to Congress,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9436014977853887,0.056398502214611325,0.550000011920929,0.5333333611488342,0.10000000149011612,0.0,0.0,0.0,0.20000000298023224,0.13333334028720856,0.10000000149011612,0.20000000298023224,0.05000000074505806,0.13333334028720856,,,,,,,,
Proportional representation methods and their implementation,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7559006235609186,0.24409937643908142,0.44999998807907104,1.0,0.15000000596046448,0.0,0.10000000149011612,0.0,0.25,0.0,0.05000000074505806,0.0,0.0,0.0,,,,,,,,
The impact of unconvent,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.860362724763285,0.13963727523671493,0.5,0.6875,0.05000000074505806,0.0,0.10000000149011612,0.0,0.25,0.1875,0.10000000149011612,0.0,0.0,0.125,,,,,,,,
Beige Book Regional Economic Condition Reports,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8609376519302736,0.13906234806972645,0.6000000238418579,0.4285714328289032,0.15000000596046448,0.0,0.0,0.0,0.15000000596046448,0.0714285746216774,0.10000000149011612,0.5,0.0,0.0,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.861974213460234,0.1380257865397661,0.44999998807907104,0.1764705926179886,0.05000000074505806,0.0,0.05000000074505806,0.0,0.30000001192092896,0.7647058963775635,0.10000000149011612,0.05882352963089943,0.05000000074505806,0.0,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8294619162105228,0.17053808378947727,0.6000000238418579,0.4000000059604645,0.05000000074505806,0.2666666805744171,0.10000000149011612,0.3333333432674408,0.10000000149011612,0.0,0.10000000149011612,0.0,0.05000000074505806,0.0,,,,,,,,
Recovery and resolution planning for financial market infrastructures,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8369908692993835,0.16300913070061657,0.44999998807907104,0.46666666865348816,0.10000000149011612,0.0,0.10000000149011612,0.3333333432674408,0.20000000298023224,0.0,0.10000000149011612,0.20000000298023224,0.05000000074505806,0.0,,,,,,,,
Fiduciary duties and legal obligations of board members,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9449700813118685,0.055029918688131486,0.8500000238418579,1.0,0.05000000074505806,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Committee formations and their specific functions,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8589543310875472,0.14104566891245282,0.5,0.9375,0.10000000149011612,0.0,0.0,0.0,0.3499999940395355,0.0625,0.05000000074505806,0.0,0.0,0.0,,,,,,,,
Quorum requirements and participation thresholds,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8658117798903341,0.13418822010966588,0.6000000238418579,0.6875,0.15000000596046448,0.0,0.05000000074505806,0.0,0.10000000149011612,0.0,0.10000000149011612,0.3125,0.0,0.0,,,,,,,,
Unconventional monetary policy tools during economic crises,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8655129036757738,0.13448709632422623,0.5,0.125,0.15000000596046448,0.0625,0.10000000149011612,0.1875,0.10000000149011612,0.125,0.10000000149011612,0.4375,0.05000000074505806,0.0625,,,,,,,,
Open market operations and asset purchase programs,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8981951026791957,0.1018048973208043,0.5,0.529411792755127,0.05000000074505806,0.0,0.10000000149011612,0.0,0.25,0.11764705926179886,0.10000000149011612,0.3529411852359772,0.0,0.0,,,,,,,,
board of governors structural organization,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.9087100552174825,0.09128994478251755,0.699999988079071,0.75,0.05000000074505806,0.0625,0.05000000074505806,0.0,0.15000000596046448,0.0,0.05000000074505806,0.1875,0.0,0.0,,,,,,,,
The Taylor Rule and systematic policy frameworks,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.88831039159917,0.11168960840083,0.6499999761581421,0.7058823704719543,0.15000000596046448,0.0,0.05000000074505806,0.0,0.10000000149011612,0.05882352963089943,0.05000000074505806,0.1764705926179886,0.0,0.05882352963089943,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8513331147354292,0.14866688526457084,0.44999998807907104,0.29411765933036804,0.10000000149011612,0.0,0.0,0.0,0.30000001192092896,0.1764705926179886,0.10000000149011612,0.529411792755127,0.05000000074505806,0.0,,,,,,,,
Roles and responsibilities of individual board members,soft_left_kan,0.01273203082382679,0.02482076920568943,0.01683063837314609,0.035299349990155965,0.423592209815979,0.06516803086862057,36.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,soft_left_kan,0.02269580215215683,0.04902982339262962,0.031028552566041638,0.07414522353145811,0.44487133622169495,0.12710609727976271,36.0,14.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,soft_left_kan,0.04430627077817917,0.054005783051252365,0.04867754775233999,0.07338661269137733,0.46478188037872314,0.12675869464874268,38.0,18.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federal reserve public communication channels,soft_left_kan,0.02057071588933468,0.026199951767921448,0.023046571328924337,0.04078667610883713,0.48944011330604553,0.07529847897016086,36.0,19.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indemnification and liability protection policies for board members,soft_left_kan,0.015390331856906414,0.0332440510392189,0.021040134460193816,0.04932835016931806,0.43162304162979126,0.08853806393621468,35.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monetary Policy Reports Submitted to Congress,soft_left_kan,0.05864273011684418,0.08774423599243164,0.07030081553533618,0.10592003249459797,0.47664016485214233,0.17332369076811577,36.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportional representation methods and their implementation,soft_left_kan,0.0010134723270311952,0.0015765124699100852,0.0012337923862413274,0.0,0.0,0.0,28.0,18.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The impact of unconvent,soft_left_kan,0.017737463116645813,0.034153588116168976,0.023348843205880796,0.06624270081520081,0.4636988639831543,0.11592472512274972,35.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige Book Regional Economic Condition Reports,soft_left_kan,0.020687125623226166,0.009875431656837463,0.013368926781650243,0.027197739109396935,0.43516382575035095,0.05119574420592364,32.0,14.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,soft_left_kan,0.01712212897837162,0.02194693125784397,0.019236612572929385,0.04964929819107056,0.446843683719635,0.08936873674392701,36.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,soft_left_kan,0.03141985088586807,0.07731892168521881,0.044682295607438895,0.1129720734583365,0.4644407033920288,0.18173768009377764,37.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recovery and resolution planning for financial market infrastructures,soft_left_kan,0.05328867956995964,0.08371850848197937,0.06512430239616189,0.12984069188435873,0.46742644906044006,0.20322890509279076,36.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiduciary duties and legal obligations of board members,soft_left_kan,0.015516061335802078,0.03532181307673454,0.021560910031092825,0.06034895032644272,0.4345124363899231,0.10597864429841504,36.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Committee formations and their specific functions,soft_left_kan,0.0022100009955465794,0.009066253900527954,0.0035537384230326114,0.012754572289330619,0.44641003012657166,0.02480055722925398,35.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorum requirements and participation thresholds,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,38.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unconventional monetary policy tools during economic crises,soft_left_kan,0.038501616567373276,0.053019218146800995,0.04460898142297868,0.10969862180787164,0.4509831964969635,0.17647169392365805,37.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open market operations and asset purchase programs,soft_left_kan,0.04680716618895531,0.07186425477266312,0.05669034867758767,0.12000430907521929,0.46668344736099243,0.19091594819564459,35.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
board of governors structural organization,soft_left_kan,0.007204434834420681,0.01496313139796257,0.00972600275063264,0.023372929129335616,0.4207127094268799,0.04428554984671256,36.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Taylor Rule and systematic policy frameworks,soft_left_kan,0.0035778668243438005,0.007382338400930166,0.004819804576260947,0.035288857089148626,0.423466295003891,0.06514865935906855,36.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,soft_left_kan,0.04271388798952103,0.02178383804857731,0.028852875149092055,0.06365939123289925,0.4456157088279724,0.11140393372625107,28.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roles and responsibilities of individual board members,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federal reserve public communication channels,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indemnification and liability protection policies for board members,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monetary Policy Reports Submitted to Congress,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportional representation methods and their implementation,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The impact of unconvent,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige Book Regional Economic Condition Reports,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recovery and resolution planning for financial market infrastructures,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiduciary duties and legal obligations of board members,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Committee formations and their specific functions,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorum requirements and participation thresholds,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unconventional monetary policy tools during economic crises,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open market operations and asset purchase programs,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
board of governors structural organization,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Taylor Rule and systematic policy frameworks,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roles and responsibilities of individual board members,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7061499953269958,0.8213789463043213,0.5719361305236816,4.0,4.0,,,
Federal Reserve Annual Reports and Financial Disclosures,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653766930103302,0.8777819871902466,0.4816870093345642,5.0,5.0,,,
Redundant payment gateway architecture and failover switching mechanisms,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
federal reserve public communication channels,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6401214361190796,0.7065653204917908,0.5637630224227905,5.0,5.0,,,
Indemnification and liability protection policies for board members,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6762347221374512,0.7729623913764954,0.5637630224227905,5.0,5.0,,,
Monetary Policy Reports Submitted to Congress,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708755624294281,0.7729623913764954,0.5910875797271729,5.0,5.0,,,
Proportional representation methods and their implementation,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
The impact of unconvent,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Beige Book Regional Economic Condition Reports,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Roles and responsibilities of individual board members,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7150828242301941,0.8571102619171143,0.5719361305236816,4.0,4.0,,,
Federal Reserve Annual Reports and Financial Disclosures,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Redundant payment gateway architecture and failover switching mechanisms,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
federal reserve public communication channels,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Indemnification and liability protection policies for board members,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Monetary Policy Reports Submitted to Congress,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Proportional representation methods and their implementation,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
The impact of unconvent,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Beige Book Regional Economic Condition Reports,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,
Roles and responsibilities of individual board members,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6764373421669007,0.8599813580513,0.5821703672409058,5.0,5.0,,,
Federal Reserve Annual Reports and Financial Disclosures,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6557421326637268,0.8013951778411865,0.502141535282135,5.0,5.0,,,
Redundant payment gateway architecture and failover switching mechanisms,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6312310457229614,0.7589100003242493,0.5570166707038879,5.0,5.0,,,
federal reserve public communication channels,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7111651659011841,0.7878029346466064,0.5873829126358032,5.0,5.0,,,
Indemnification and liability protection policies for board members,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8262138843536377,0.9468433260917664,0.7364978194236755,5.0,5.0,,,
Monetary Policy Reports Submitted to Congress,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7101357579231262,0.8239141702651978,0.5883616209030151,5.0,5.0,,,
Proportional representation methods and their implementation,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200900673866272,0.8785977363586426,0.6138665080070496,5.0,5.0,,,
The impact of unconvent,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7249309420585632,0.9634498357772827,0.5873829126358032,5.0,5.0,,,
Beige Book Regional Economic Condition Reports,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7257060766220093,0.8107357025146484,0.6000112295150757,5.0,5.0,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6525780320167541,0.7509041428565979,0.5719361305236816,5.0,5.0,,,
Roles and responsibilities of individual board members,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,4.0
Federal Reserve Annual Reports and Financial Disclosures,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,5.0
Redundant payment gateway architecture and failover switching mechanisms,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
federal reserve public communication channels,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,5.0
Indemnification and liability protection policies for board members,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,5.0
Monetary Policy Reports Submitted to Congress,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,5.0
Proportional representation methods and their implementation,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
The impact of unconvent,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Beige Book Regional Economic Condition Reports,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Federal Reserve Bank Presidents' Speeches and Public Addresses,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Roles and responsibilities of individual board members,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,4.0
Federal Reserve Annual Reports and Financial Disclosures,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Redundant payment gateway architecture and failover switching mechanisms,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
federal reserve public communication channels,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Indemnification and liability protection policies for board members,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Monetary Policy Reports Submitted to Congress,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Proportional representation methods and their implementation,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
The impact of unconvent,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Beige Book Regional Economic Condition Reports,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
