query,method,soft_precision,soft_recall,soft_f1,hungarian_precision,hungarian_recall,hungarian_f1,pred_size,true_size,eval_type,motif_similarity,n_pos_feedback_pred,n_neg_feedback_pred,cascade_depth_pred,n_fanout_pred,n_fanin_pred,n_bottleneck_pred,n_pos_feedback_gt,n_neg_feedback_gt,cascade_depth_gt,n_fanout_gt,n_fanin_gt,n_bottleneck_gt,homology_score,pred_density,gt_density,pred_rel_entropy,gt_rel_entropy,pred_out_entropy,gt_out_entropy,universality_score,jsd,pred_regulatory_enforcement,gt_regulatory_enforcement,pred_amplification_cascade,gt_amplification_cascade,pred_contagion_spread,gt_contagion_spread,pred_information_signaling,gt_information_signaling,pred_resource_constraint,gt_resource_constraint,pred_threshold_tipping,gt_threshold_tipping,fidelity,n_back_translated,n_predicted,fidelity_max,fidelity_min,coherence_score,mean_raw_score,n_judged
Real Estate and Construction Market Conditions Across Regions,right_kan,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7680428116048265,0.23195718839517354,0.1666666716337204,0.29411765933036804,0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1764705926179886,0.1666666716337204,0.529411792755127,0.1666666716337204,0.0,,,,,,,,
Roles and responsibilities of individual board members,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6749391492738369,0.3250608507261631,0.25,0.9411764740943909,0.25,0.0,0.05000000074505806,0.0,0.15000000596046448,0.05882352963089943,0.20000000298023224,0.0,0.10000000149011612,0.0,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7478862565287359,0.25211374347126414,0.25,0.5,0.20000000298023224,0.0,0.0,0.0,0.10000000149011612,0.3571428656578064,0.10000000149011612,0.1428571492433548,0.3499999940395355,0.0,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.686062047255908,0.313937952744092,0.20000000298023224,0.2222222238779068,0.3499999940395355,0.0555555559694767,0.10000000149011612,0.7222222089767456,0.05000000074505806,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,,,,,,,,
federal reserve public communication channels,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6155763801250447,0.3844236198749553,0.15000000596046448,0.2631579041481018,0.5,0.0,0.0,0.0,0.05000000074505806,0.5789473652839661,0.10000000149011612,0.15789473056793213,0.20000000298023224,0.0,,,,,,,,
Indemnification and liability protection policies for board members,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6579855150623344,0.34201448493766556,0.30000001192092896,1.0,0.20000000298023224,0.0,0.10000000149011612,0.0,0.15000000596046448,0.0,0.20000000298023224,0.0,0.05000000074505806,0.0,,,,,,,,
Monetary Policy Reports Submitted to Congress,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8511085292698809,0.14889147073011907,0.25,0.5333333611488342,0.30000001192092896,0.0,0.0,0.0,0.10000000149011612,0.13333334028720856,0.10000000149011612,0.20000000298023224,0.25,0.13333334028720856,,,,,,,,
Proportional representation methods and their implementation,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6579855167010027,0.3420144832989973,0.30000001192092896,1.0,0.10000000149011612,0.0,0.05000000074505806,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.25,0.0,,,,,,,,
The impact of unconvent,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7877622765667843,0.21223772343321567,0.20000000298023224,0.6875,0.30000001192092896,0.0,0.10000000149011612,0.0,0.25,0.1875,0.0,0.0,0.15000000596046448,0.125,,,,,,,,
Beige Book Regional Economic Condition Reports,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7486192449667909,0.2513807550332091,0.20000000298023224,0.4285714328289032,0.25,0.0,0.0,0.0,0.15000000596046448,0.0714285746216774,0.15000000596046448,0.5,0.25,0.0,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.6856202540916538,0.31437974590834616,0.15000000596046448,0.1764705926179886,0.4000000059604645,0.0,0.0,0.0,0.15000000596046448,0.7647058963775635,0.15000000596046448,0.05882352963089943,0.15000000596046448,0.0,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8588161095603717,0.14118389043962826,0.30000001192092896,0.4000000059604645,0.30000001192092896,0.2666666805744171,0.10000000149011612,0.3333333432674408,0.10000000149011612,0.0,0.15000000596046448,0.0,0.05000000074505806,0.0,,,,,,,,
Recovery and resolution planning for financial market infrastructures,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7229956093596712,0.27700439064032883,0.20000000298023224,0.46666666865348816,0.25,0.0,0.10000000149011612,0.3333333432674408,0.15000000596046448,0.0,0.10000000149011612,0.20000000298023224,0.20000000298023224,0.0,,,,,,,,
Fiduciary duties and legal obligations of board members,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.5294999384636829,0.470500061536317,0.15000000596046448,1.0,0.25,0.0,0.05000000074505806,0.0,0.15000000596046448,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,,,,,,,,
Committee formations and their specific functions,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.5254668794969226,0.47453312050307733,0.10000000149011612,0.9375,0.4000000059604645,0.0,0.0,0.0,0.10000000149011612,0.0625,0.05000000074505806,0.0,0.3499999940395355,0.0,,,,,,,,
Quorum requirements and participation thresholds,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8102298169332045,0.18977018306679544,0.4000000059604645,0.6875,0.15000000596046448,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.15000000596046448,0.3125,0.10000000149011612,0.0,,,,,,,,
Unconventional monetary policy tools during economic crises,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7817517417070721,0.21824825829292788,0.25,0.125,0.44999998807907104,0.0625,0.0,0.1875,0.10000000149011612,0.125,0.10000000149011612,0.4375,0.10000000149011612,0.0625,,,,,,,,
Open market operations and asset purchase programs,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7627001424170814,0.23729985758291855,0.25,0.529411792755127,0.44999998807907104,0.0,0.0,0.0,0.15000000596046448,0.11764705926179886,0.10000000149011612,0.3529411852359772,0.05000000074505806,0.0,,,,,,,,
board of governors structural organization,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7319125445076382,0.26808745549236174,0.20000000298023224,0.75,0.3499999940395355,0.0625,0.0,0.0,0.15000000596046448,0.0,0.10000000149011612,0.1875,0.20000000298023224,0.0,,,,,,,,
The Taylor Rule and systematic policy frameworks,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.8964725403008231,0.10352745969917691,0.3499999940395355,0.7058823704719543,0.05000000074505806,0.0,0.10000000149011612,0.0,0.15000000596046448,0.05882352963089943,0.20000000298023224,0.1764705926179886,0.15000000596046448,0.05882352963089943,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,naive_rag,,,,,,,,,universality,,,,,,,,,,,,,,,,,,,,,0.7049974493041791,0.2950025506958209,0.05000000074505806,0.29411765933036804,0.4000000059604645,0.0,0.0,0.0,0.15000000596046448,0.1764705926179886,0.20000000298023224,0.529411792755127,0.20000000298023224,0.0,,,,,,,,
Roles and responsibilities of individual board members,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,39.0,14.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federal reserve public communication channels,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indemnification and liability protection policies for board members,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monetary Policy Reports Submitted to Congress,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,39.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportional representation methods and their implementation,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The impact of unconvent,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige Book Regional Economic Condition Reports,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,36.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recovery and resolution planning for financial market infrastructures,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiduciary duties and legal obligations of board members,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Committee formations and their specific functions,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorum requirements and participation thresholds,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unconventional monetary policy tools during economic crises,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open market operations and asset purchase programs,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
board of governors structural organization,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Taylor Rule and systematic policy frameworks,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,soft_left_kan,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roles and responsibilities of individual board members,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Annual Reports and Financial Disclosures,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redundant payment gateway architecture and failover switching mechanisms,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federal reserve public communication channels,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indemnification and liability protection policies for board members,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monetary Policy Reports Submitted to Congress,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportional representation methods and their implementation,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The impact of unconvent,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige Book Regional Economic Condition Reports,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross-border financial contagion and central bank coordination frameworks,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recovery and resolution planning for financial market infrastructures,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiduciary duties and legal obligations of board members,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Committee formations and their specific functions,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorum requirements and participation thresholds,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unconventional monetary policy tools during economic crises,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open market operations and asset purchase programs,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
board of governors structural organization,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Taylor Rule and systematic policy frameworks,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate and Construction Market Conditions Across Regions,soft_right_kan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,soft_kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roles and responsibilities of individual board members,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Federal Reserve Annual Reports and Financial Disclosures,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Redundant payment gateway architecture and failover switching mechanisms,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
federal reserve public communication channels,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Indemnification and liability protection policies for board members,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Monetary Policy Reports Submitted to Congress,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Proportional representation methods and their implementation,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
The impact of unconvent,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Beige Book Regional Economic Condition Reports,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,left_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Roles and responsibilities of individual board members,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Federal Reserve Annual Reports and Financial Disclosures,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Redundant payment gateway architecture and failover switching mechanisms,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
federal reserve public communication channels,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Indemnification and liability protection policies for board members,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Monetary Policy Reports Submitted to Congress,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Proportional representation methods and their implementation,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
The impact of unconvent,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Beige Book Regional Economic Condition Reports,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,right_kan,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Roles and responsibilities of individual board members,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9009018063545227,5.0,5.0,0.99379962682724,0.8005910515785217,,,
Federal Reserve Annual Reports and Financial Disclosures,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8754144430160522,5.0,5.0,0.9492092132568359,0.8281756639480591,,,
Redundant payment gateway architecture and failover switching mechanisms,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8756329774856567,5.0,5.0,0.9446212649345398,0.8163098096847534,,,
federal reserve public communication channels,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9188936233520508,5.0,5.0,0.9947617053985596,0.8319681882858276,,,
Indemnification and liability protection policies for board members,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8536007046699524,5.0,5.0,0.9521287083625793,0.7819860577583313,,,
Monetary Policy Reports Submitted to Congress,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8836724877357482,5.0,5.0,1.0000001192092896,0.7515239715576172,,,
Proportional representation methods and their implementation,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873378574848175,5.0,5.0,0.9780145287513733,0.7819860577583313,,,
The impact of unconvent,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9217238306999207,5.0,5.0,1.0000001192092896,0.7819860577583313,,,
Beige Book Regional Economic Condition Reports,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9258511900901795,5.0,5.0,1.0000001192092896,0.8325152397155762,,,
Federal Reserve Bank Presidents' Speeches and Public Addresses,naive_rag,,,,,,,,,back_translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9167747616767883,5.0,5.0,1.0000001192092896,0.7928617000579834,,,
Roles and responsibilities of individual board members,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Federal Reserve Annual Reports and Financial Disclosures,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Redundant payment gateway architecture and failover switching mechanisms,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
federal reserve public communication channels,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Indemnification and liability protection policies for board members,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Monetary Policy Reports Submitted to Congress,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Proportional representation methods and their implementation,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
The impact of unconvent,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Beige Book Regional Economic Condition Reports,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Federal Reserve Bank Presidents' Speeches and Public Addresses,left_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Roles and responsibilities of individual board members,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Federal Reserve Annual Reports and Financial Disclosures,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Redundant payment gateway architecture and failover switching mechanisms,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
federal reserve public communication channels,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Indemnification and liability protection policies for board members,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Monetary Policy Reports Submitted to Congress,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Proportional representation methods and their implementation,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
The impact of unconvent,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Beige Book Regional Economic Condition Reports,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Federal Reserve Bank Presidents' Speeches and Public Addresses,right_kan,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0
Roles and responsibilities of individual board members,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.27999999999999997,1.4,5.0
Federal Reserve Annual Reports and Financial Disclosures,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.2,1.0,5.0
Redundant payment gateway architecture and failover switching mechanisms,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.16,0.8,5.0
federal reserve public communication channels,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.24,1.2,5.0
Indemnification and liability protection policies for board members,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.36,1.8,5.0
Monetary Policy Reports Submitted to Congress,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.27999999999999997,1.4,5.0
Proportional representation methods and their implementation,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.32,1.6,5.0
The impact of unconvent,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.36,1.8,5.0
Beige Book Regional Economic Condition Reports,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.32,1.6,5.0
Federal Reserve Bank Presidents' Speeches and Public Addresses,naive_rag,,,,,,,,,coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.32,1.6,5.0
